Player,Team,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Tim Hardaway Jr.,DAL,8/11/20,2019-20,L,37,24,6,11,54.5,3,8,37.5,9,9,100,1,3,4,3,0,0,1,2,-2
Trey Burke,DAL,8/11/20,2019-20,L,31,12,4,9,44.4,2,4,50,2,2,100,0,4,4,9,1,1,2,2,2
Kristaps Porzingis,DAL,8/11/20,2019-20,L,36,36,12,17,70.6,7,9,77.8,5,6,83.3,0,6,6,0,0,2,2,6,1
Boban Marjanovic,DAL,8/11/20,2019-20,L,7,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,1,0,-7
Justin Jackson,DAL,8/11/20,2019-20,L,8,2,0,2,0,0,1,0,2,2,100,0,2,2,0,0,0,0,2,-12
Luka Doncic,DAL,8/11/20,2019-20,L,35,25,8,19,42.1,2,8,25,7,9,77.8,1,7,8,10,0,1,6,1,-3
Damian Lillard,POR,8/11/20,2019-20,W,41,61,17,32,53.1,9,17,52.9,18,18,100,2,3,5,8,1,0,3,2,8
Jusuf Nurkic,POR,8/11/20,2019-20,W,29,6,3,9,33.3,0,1,0,0,0,-,3,6,9,0,2,1,2,6,-12
Gary Trent Jr.,POR,8/11/20,2019-20,W,36,11,5,11,45.5,1,6,16.7,0,0,-,0,1,1,1,2,0,0,4,24
Zach Collins,POR,8/11/20,2019-20,W,20,11,5,7,71.4,1,1,100,0,0,-,3,5,8,0,0,0,2,4,-14
Dillon Brooks,MEM,8/11/20,2019-20,L,33,14,5,15,33.3,0,4,0,4,4,100,1,1,2,3,0,0,2,4,-12
Ja Morant,MEM,8/11/20,2019-20,L,42,26,7,13,53.8,1,4,25,11,15,73.3,0,4,4,13,1,2,3,1,-8
Brandon Clarke,MEM,8/11/20,2019-20,L,29,15,7,14,50,0,1,0,1,2,50,2,4,6,1,0,1,0,0,-15
Grant Williams,BOS,8/11/20,2019-20,W,20,3,1,3,33.3,1,2,50,0,0,-,0,3,3,1,0,1,2,4,3
Gordon Hayward,BOS,8/11/20,2019-20,W,32,19,7,16,43.8,4,9,44.4,1,2,50,1,4,5,5,1,0,1,2,-2
Enes Kanter,BOS,8/11/20,2019-20,W,16,11,5,9,55.6,0,0,-,1,1,100,4,4,8,1,0,1,0,3,12
Jonas Valanciunas,MEM,8/11/20,2019-20,L,25,14,5,10,50,0,0,-,4,6,66.7,4,6,10,0,2,0,0,1,-22
Brad Wanamaker,BOS,8/11/20,2019-20,W,19,8,2,3,66.7,1,1,100,3,4,75,0,2,2,4,1,0,0,4,23
Marcus Smart,BOS,8/11/20,2019-20,W,29,11,3,7,42.9,2,4,50,3,3,100,0,3,3,9,1,0,1,1,23
Kyle Anderson,MEM,8/11/20,2019-20,L,23,6,2,6,33.3,2,3,66.7,0,0,-,1,6,7,2,0,1,1,3,-18
Kemba Walker,BOS,8/11/20,2019-20,W,28,19,7,10,70,2,5,40,3,3,100,1,3,4,3,1,0,1,3,-1
Jaylen Brown,BOS,8/11/20,2019-20,W,28,7,3,13,23.1,1,8,12.5,0,2,0,0,4,4,2,1,1,1,4,16
Jayson Tatum,BOS,8/11/20,2019-20,W,29,29,10,13,76.9,4,5,80,5,5,100,1,5,6,2,1,0,5,1,10
Semi Ojeleye,BOS,8/11/20,2019-20,W,3,3,1,2,50,1,2,50,0,0,-,0,0,0,0,0,0,0,1,-4
Daniel Theis,BOS,8/11/20,2019-20,W,18,2,1,3,33.3,0,1,0,0,0,-,0,3,3,1,1,1,0,2,-6
Robert Williams III,BOS,8/11/20,2019-20,W,14,10,4,6,66.7,0,0,-,2,3,66.7,3,4,7,1,0,3,1,2,9
Romeo Langford,BOS,8/11/20,2019-20,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
Javonte Green,BOS,8/11/20,2019-20,W,3,0,0,1,0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-4
Anthony Tolliver,MEM,8/11/20,2019-20,L,13,0,0,2,0,0,2,0,0,0,-,1,0,1,1,0,0,0,0,-4
Gorgui Dieng,MEM,8/11/20,2019-20,L,23,10,1,3,33.3,0,1,0,8,9,88.9,1,4,5,0,3,0,0,4,7
Josh Jackson,MEM,8/11/20,2019-20,L,3,2,0,0,-,0,0,-,2,2,100,0,0,0,1,0,0,0,0,4
Grayson Allen,MEM,8/11/20,2019-20,L,29,12,5,14,35.7,2,9,22.2,0,0,-,2,3,5,2,1,0,1,1,-12
De'Anthony Melton,MEM,8/11/20,2019-20,L,13,3,1,6,16.7,1,3,33.3,0,0,-,1,1,2,2,1,0,1,1,-7
Yuta Watanabe,MEM,8/11/20,2019-20,L,3,2,1,3,33.3,0,0,-,0,0,-,1,1,2,1,0,0,0,0,4
John Konchar,MEM,8/11/20,2019-20,L,3,3,1,2,50,1,1,100,0,0,-,0,0,0,0,0,0,0,0,4
Marko Guduric,MEM,8/11/20,2019-20,L,3,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,4
Ersan Ilyasova,MIL,8/10/20,2019-20,L,18,9,2,7,28.6,0,3,0,5,6,83.3,1,6,7,0,0,1,0,2,-11
Rondae Hollis-Jefferson,TOR,8/10/20,2019-20,W,26,11,4,9,44.4,0,4,0,3,4,75,2,3,5,5,1,0,6,3,8
Pat Connaughton,MIL,8/10/20,2019-20,L,21,12,4,8,50,2,6,33.3,2,2,100,2,3,5,2,1,0,1,3,-18
OG Anunoby,TOR,8/10/20,2019-20,W,25,7,2,6,33.3,0,2,0,3,4,75,2,2,4,5,1,0,2,4,5
Chris Boucher,TOR,8/10/20,2019-20,W,29,25,9,15,60,3,7,42.9,4,5,80,5,6,11,2,2,2,0,3,12
Paul Watson,TOR,8/10/20,2019-20,W,21,4,1,4,25,0,2,0,2,2,100,2,2,4,0,1,0,1,1,0
Matt Thomas,TOR,8/10/20,2019-20,W,37,22,9,17,52.9,4,8,50,0,0,-,0,4,4,1,0,0,0,1,13
Brook Lopez,MIL,8/10/20,2019-20,L,25,12,4,11,36.4,1,5,20,3,3,100,0,1,1,1,0,1,1,1,-4
Eric Bledsoe,MIL,8/10/20,2019-20,L,30,11,4,11,36.4,1,3,33.3,2,7,28.6,0,7,7,8,0,1,2,2,-6
Khris Middleton,MIL,8/10/20,2019-20,L,25,17,6,12,50,0,2,0,5,5,100,0,4,4,3,0,0,4,4,-11
Robin Lopez,MIL,8/10/20,2019-20,L,16,1,0,2,0,0,0,-,1,4,25,2,2,4,1,0,1,1,1,-11
George Hill,MIL,8/10/20,2019-20,L,19,14,5,11,45.5,4,8,50,0,0,-,2,0,2,3,0,0,1,1,0
Wesley Matthews,MIL,8/10/20,2019-20,L,2,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,-2
D.J. Wilson,MIL,8/10/20,2019-20,L,8,2,0,3,0,0,3,0,2,2,100,0,1,1,2,0,0,0,1,3
Sterling Brown,MIL,8/10/20,2019-20,L,4,0,0,1,0,0,1,0,0,0,-,0,0,0,0,1,0,0,0,4
Donte DiVincenzo,MIL,8/10/20,2019-20,L,28,6,2,9,22.2,0,3,0,2,2,100,4,5,9,1,1,1,5,2,10
Marc Gasol,TOR,8/10/20,2019-20,W,20,0,0,5,0,0,4,0,0,0,-,0,5,5,8,0,1,3,4,-4
Stanley Johnson,TOR,8/10/20,2019-20,W,10,0,0,4,0,0,0,-,0,2,0,2,2,4,0,1,0,1,1,-2
Norman Powell,TOR,8/10/20,2019-20,W,27,21,7,13,53.8,4,5,80,3,5,60,0,8,8,1,2,3,0,2,8
Pascal Siakam,TOR,8/10/20,2019-20,W,28,14,5,16,31.3,1,7,14.3,3,4,75,1,6,7,2,2,0,0,2,8
Terence Davis,TOR,8/10/20,2019-20,W,16,10,5,8,62.5,0,1,0,0,0,-,2,1,3,0,1,0,0,6,-8
Kyle Korver,MIL,8/10/20,2019-20,L,23,19,5,6,83.3,5,6,83.3,4,4,100,0,4,4,2,1,0,3,2,5
Marvin Williams,MIL,8/10/20,2019-20,L,20,3,1,2,50,1,2,50,0,0,-,0,5,5,2,0,1,1,2,1
Trey Burke,DAL,8/10/20,2019-20,W,24,14,5,10,50,2,2,100,2,2,100,0,1,1,4,2,0,3,2,1
Tim Hardaway Jr.,DAL,8/10/20,2019-20,W,34,27,11,15,73.3,3,6,50,2,2,100,0,3,3,4,0,0,0,0,5
Michael Kidd-Gilchrist,DAL,8/10/20,2019-20,W,18,0,0,0,-,0,0,-,0,0,-,0,6,6,0,0,0,0,1,21
Ed Davis,UTA,8/10/20,2019-20,L,16,7,3,4,75,0,0,-,1,2,50,2,0,2,1,1,0,0,2,-18
Jarrell Brantley,UTA,8/10/20,2019-20,L,23,3,1,7,14.3,1,6,16.7,0,0,-,0,3,3,1,0,1,3,1,-26
Miye Oni,UTA,8/10/20,2019-20,L,27,5,2,8,25,1,5,20,0,0,-,0,2,2,1,0,1,1,3,-8
Justin Wright-Foreman,UTA,8/10/20,2019-20,L,15,7,2,5,40,2,4,50,1,2,50,0,1,1,3,0,0,0,2,-23
Maxi Kleber,DAL,8/10/20,2019-20,W,24,11,5,9,55.6,1,3,33.3,0,0,-,0,3,3,3,0,1,1,4,3
Delon Wright,DAL,8/10/20,2019-20,W,19,4,2,4,50,0,1,0,0,2,0,1,2,3,2,3,0,1,2,0
Emmanuel Mudiay,UTA,8/10/20,2019-20,L,27,14,6,12,50,2,4,50,0,0,-,1,3,4,4,1,0,4,4,-20
J.J. Barea,DAL,8/10/20,2019-20,W,26,18,7,13,53.8,2,4,50,2,2,100,0,2,2,8,0,0,2,2,1
Seth Curry,DAL,8/10/20,2019-20,W,29,22,8,11,72.7,4,6,66.7,2,2,100,0,1,1,2,0,0,1,2,13
Boban Marjanovic,DAL,8/10/20,2019-20,W,25,20,7,11,63.6,0,1,0,6,6,100,1,8,9,2,1,2,0,1,0
Justin Jackson,DAL,8/10/20,2019-20,W,24,2,1,5,20,0,0,-,0,0,-,0,2,2,1,0,0,0,5,-7
Antonius Cleveland,DAL,8/10/20,2019-20,W,3,0,0,3,0,0,0,-,0,0,-,2,1,3,0,0,0,0,2,-6
Josh Reaves,DAL,8/10/20,2019-20,W,14,4,2,4,50,0,1,0,0,0,-,0,1,1,3,0,0,0,2,9
Mike Conley,UTA,8/10/20,2019-20,L,16,9,3,7,42.9,3,4,75,0,0,-,2,0,2,2,1,0,1,0,9
Rudy Gobert,UTA,8/10/20,2019-20,L,16,9,3,5,60,0,0,-,3,4,75,2,3,5,3,0,1,0,0,12
Jordan Clarkson,UTA,8/10/20,2019-20,L,14,18,6,9,66.7,5,7,71.4,1,1,100,1,2,3,0,0,0,0,2,14
Joe Ingles,UTA,8/10/20,2019-20,L,13,7,3,7,42.9,1,5,20,0,0,-,0,4,4,7,1,1,1,2,13
Royce O'Neale,UTA,8/10/20,2019-20,L,14,0,0,4,0,0,3,0,0,0,-,1,3,4,2,1,0,1,2,4
Georges Niang,UTA,8/10/20,2019-20,L,15,13,4,5,80,4,4,100,1,2,50,0,0,0,1,0,0,0,0,12
Tony Bradley,UTA,8/10/20,2019-20,L,15,5,2,2,100,1,1,100,0,0,-,2,3,5,2,0,1,0,1,-2
Rayjon Tucker,UTA,8/10/20,2019-20,L,28,17,4,7,57.1,1,3,33.3,8,9,88.9,0,3,3,1,0,1,1,0,-7
Terrance Ferguson,OKC,8/10/20,2019-20,L,17,2,1,5,20,0,2,0,0,1,0,0,0,0,1,0,0,0,3,-20
Mikal Bridges,PHX,8/10/20,2019-20,W,29,18,6,14,42.9,5,8,62.5,1,2,50,2,4,6,1,1,0,3,3,23
Jevon Carter,PHX,8/10/20,2019-20,W,37,8,3,3,100,2,2,100,0,0,-,3,2,5,5,3,2,1,2,26
